Student_id,First_name,Last_name,E-mail,Gender,Age,Department,Attendance(%),Midterm_score,Final_score,Assignment_avg,Quizzes_avg,Participation_score,Project_score,Total_score,Grade,Study_hours_per_week
605,Pooja,Trivedi,pooja605@gmail.com,Female,22,Engineering,95.05,51.95,63.39,77.65,88.25,63.96,41.96,64.53,C,13.9
606,Vishal,Joshi,vishal606@gmail.com,Female,23,Engineering,70.38,49.91,49.91,90.08,40.41,48.34,57.75,56.07,D,9.9
607,Rohit,Joshi,rohit607@gmail.com,Female,22,Mathematics,96.25,32.97,70.76,58.47,56.95,73.73,91.63,64.08,C,10
608,Amit,Parekh,amit608@gmail.com,Female,20,Business,62.86,67.51,97.29,81.93,68.16,20.83,82.75,69.74,C,13.6
609,Priya,Parekh,priya609@gmail.com,Male,21,CS,87.72,88.79,90.19,61.47,82.7,60.69,61.3,74.19,B,17.6
610,Rahul,Desai,rahul610@gmail.com,Female,21,Mathematics,73.91,39.58,59.37,52.48,64.92,50.91,67.14,55.73,D,16.9
611,Vishal,Trivedi,vishal611@gmail.com,Female,21,Business,65.59,92.28,65.64,77.48,43.77,27.52,85.5,65.36,C,12.2
612,Anjali,Mehta,anjali612@gmail.com,Male,22,Business,68.16,59.48,31.74,96.01,93.23,28.86,43.7,58.84,D,7.4
613,Rahul,Patel,rahul613@gmail.com,Female,19,Business,59.31,64.06,67.92,73.09,92.45,21.98,51.67,61.86,C,21.5
614,Rahul,Parekh,rahul614@gmail.com,Female,24,Mathematics,93.4,93.68,80.07,54.9,92.77,52.26,99.7,78.9,B,10.5
615,Pooja,Modi,pooja615@gmail.com,Male,18,Business,59.03,80.59,52.55,49.36,78.3,43.33,78.24,63.73,C,10.1
616,Amit,Desai,amit616@gmail.com,Male,23,Engineering,88.37,86.75,56.51,55.67,61.87,95.42,71.3,71.25,B,26.4
617,Rahul,Patel,rahul617@gmail.com,Male,23,Engineering,80.9,48.35,36.08,65.53,57.41,31.63,43.33,47.05,E,16.1
618,Amit,Joshi,amit618@gmail.com,Female,22,Engineering,99.59,79.67,34.01,95.03,73.22,26.74,30.14,56.47,D,27.1
619,Neha,Trivedi,neha619@gmail.com,Female,22,CS,66.43,82.24,76.6,51.81,52.76,93.04,58.06,69.08,C,16.8
620,Pooja,Trivedi,pooja620@gmail.com,Female,22,Engineering,97.92,94.31,77.84,86.91,65.78,29.43,87.89,73.69,B,10.5
621,Vishal,Shah,vishal621@gmail.com,Female,20,Mathematics,84.33,47.77,55.77,86.59,74.96,33.11,87.59,64.3,C,21.7
622,Rahul,Patel,rahul622@gmail.com,Female,22,CS,88.37,96.49,83.93,68.58,72.59,54.45,65.98,73.67,B,7
623,Neha,Modi,neha623@gmail.com,Female,21,Business,92.58,66.28,97.58,72.51,92.99,98.29,46.55,79.03,B,27.2
624,Sneha,Shah,sneha624@gmail.com,Female,21,Engineering,97.22,67.62,78.13,77.16,91.99,56.34,74.73,74.33,B,28.7
625,Pooja,Mehta,pooja625@gmail.com,Male,21,Business,62.59,31.38,89.86,82.7,87.23,51.86,78.37,70.23,B,19.9
626,Pooja,Modi,pooja626@gmail.com,Female,20,Engineering,90.44,52.28,70.41,60.62,42.94,75.82,55.82,59.65,D,7.6
627,Anjali,Parekh,anjali627@gmail.com,Male,25,Business,95.64,90.4,67.1,83.38,59.67,85.05,91.99,79.6,B,27.7
628,Karan,Shah,karan628@gmail.com,Female,22,Engineering,66.62,73.85,73.87,51.92,52.11,28.01,48.97,54.79,D,27.5
629,Vishal,Trivedi,vishal629@gmail.com,Male,18,Engineering,80.03,96.23,80.3,70.86,77.49,52.85,90.4,78.02,B,10.4
630,Rahul,Mehta,rahul630@gmail.com,Male,19,Mathematics,96.79,66.76,38.01,40.79,91.44,61.35,32.46,55.13,D,10.3
631,Sneha,Desai,sneha631@gmail.com,Female,19,Business,84.25,98.73,65.52,45.79,72.87,43.96,31.08,59.66,D,15.5
632,Amit,Parekh,amit632@gmail.com,Female,20,Business,77.7,53.74,41.69,48.76,72.44,40.22,57.71,52.43,D,20
633,Rohit,Patel,rohit633@gmail.com,Female,24,Engineering,99.59,35.92,30.89,44.18,85.32,54.71,46.47,49.58,E,9.4
634,Sneha,Patel,sneha634@gmail.com,Female,18,CS,52.59,61.98,84.05,74.28,49.91,71.34,55.32,66.15,C,14.3
635,Anjali,Joshi,anjali635@gmail.com,Male,23,Mathematics,50.74,42.57,48.38,83.41,70.1,49.09,32.1,54.28,D,5.1
636,Pooja,Modi,pooja636@gmail.com,Male,19,Engineering,83.41,60.65,35.54,75.58,60.13,94.37,98.89,70.86,B,23.9
637,Rohit,Shah,rohit637@gmail.com,Male,18,Engineering,71.66,60.97,78.44,82.06,51.91,54.05,83.74,68.53,C,17.7
638,Karan,Modi,karan638@gmail.com,Female,21,Business,75.86,53.61,33.54,97.02,55.38,83.21,78.55,66.89,C,17.1
639,Priya,Desai,priya639@gmail.com,Male,19,Mathematics,73.55,87.29,91.19,98.1,59.7,82.77,81.53,83.43,B,16.8
640,Neha,Trivedi,neha640@gmail.com,Male,20,Business,76.63,58.71,54.62,90.42,78.3,37.33,36.36,59.29,D,22.6
641,Priya,Mehta,priya641@gmail.com,Male,18,Business,52.04,54.77,92.17,83.66,82.84,65.83,30.03,68.22,C,7
642,Priya,Desai,priya642@gmail.com,Female,20,CS,50.89,42.33,86.46,76.67,63.89,95.28,98.81,77.24,B,19.9
643,Anjali,Modi,anjali643@gmail.com,Female,19,Mathematics,92.19,31.77,97.32,92.85,93.71,56.34,67.2,73.2,B,10.2
644,Anjali,Joshi,anjali644@gmail.com,Female,22,Mathematics,82.62,84.77,73.26,68.36,61.75,81.65,58.87,71.44,B,29.6
645,Anjali,Trivedi,anjali645@gmail.com,Female,19,Business,89.47,96.62,98.6,52.13,70.18,27.34,53.94,66.47,C,8.7
646,Sneha,Patel,sneha646@gmail.com,Male,21,Mathematics,65.76,74.5,90.27,72.72,86.75,42.47,61.99,71.45,B,20.6
647,Neha,Mehta,neha647@gmail.com,Female,21,CS,60.74,96.87,62.9,56.97,91.57,67.93,75.11,75.23,B,25.9
648,Neha,Shah,neha648@gmail.com,Male,18,CS,53.36,44.28,98.34,84.88,66.91,76.08,30.5,66.83,C,14.6
649,Amit,Trivedi,amit649@gmail.com,Female,23,CS,97.88,41.18,70.71,94.64,91.01,52.11,93.78,73.9,B,29.9
650,Rahul,Modi,rahul650@gmail.com,Female,18,Mathematics,65.41,92.13,68.83,93.57,46.15,30.91,57.09,64.78,C,20.5
651,Neha,Trivedi,neha651@gmail.com,Female,21,Engineering,97.86,80.85,52.32,51.35,98.9,93.27,80.45,76.19,B,15.3
652,Vishal,Desai,vishal652@gmail.com,Male,23,Mathematics,89.2,40.65,97.18,75.36,53.23,81.23,95.02,73.78,B,20.4
653,Karan,Joshi,karan653@gmail.com,Female,20,Engineering,89.75,35.2,80.76,63.21,82.11,28.7,52.13,57.02,D,25.2
654,Rohit,Trivedi,rohit654@gmail.com,Male,25,Mathematics,52.03,40.35,76.91,88.24,77.73,50.36,50.05,63.94,C,25
655,Pooja,Mehta,pooja655@gmail.com,Male,22,Engineering,74.13,87.37,46.66,86.78,41.65,80.95,48.39,65.3,C,13.1
656,Sneha,Desai,sneha656@gmail.com,Male,19,Mathematics,83.55,46.07,55.27,77.62,51.73,88.02,97.66,69.39,C,11
657,Vishal,Modi,vishal657@gmail.com,Female,21,Engineering,64.1,54.34,98.79,45.54,56.42,77.93,82.45,69.24,C,28.1
658,Rahul,Mehta,rahul658@gmail.com,Male,19,CS,55.7,62.2,35.8,88.39,67.42,50.47,96.8,66.85,C,29.3
659,Neha,Parekh,neha659@gmail.com,Female,23,Engineering,86.37,82.2,49.33,98.71,62.72,37.21,39.14,61.55,C,5.3
660,Amit,Shah,amit660@gmail.com,Male,19,Engineering,85.02,38.63,89.67,85.92,82.65,23.23,96.41,69.42,C,14.3
661,Neha,Joshi,neha661@gmail.com,Female,20,CS,62.24,99.6,54.96,93.43,62.98,43.17,83.19,72.89,B,18.8
662,Rohit,Trivedi,rohit662@gmail.com,Female,21,Business,56.13,61.37,55.2,70.84,82.66,93.05,88.63,75.29,B,9.3
663,Priya,Parekh,priya663@gmail.com,Female,20,Mathematics,90.01,77.63,64.21,43.76,75.48,94.01,49.93,67.5,C,15.6
664,Sneha,Joshi,sneha664@gmail.com,Male,25,Engineering,51.08,58.48,48.01,54.45,80.26,81.3,32.58,59.18,D,14.4
665,Vishal,Joshi,vishal665@gmail.com,Male,18,Engineering,58.13,83.96,32.26,98.54,59.34,87.57,64.94,71.1,B,14.2
666,Neha,Mehta,neha666@gmail.com,Female,24,CS,91.16,95.66,56.94,53.9,97.72,95.79,32.63,72.11,B,15.3
667,Karan,Trivedi,karan667@gmail.com,Female,25,Business,93.7,74.59,85.38,85.65,50.56,54.92,88.2,73.22,B,12.4
668,Anjali,Parekh,anjali668@gmail.com,Female,22,Business,69.89,47.6,60,71.25,49.55,22.03,37.22,47.94,E,19.2
669,Pooja,Desai,pooja669@gmail.com,Female,21,Business,55.6,38.58,59.7,57.03,91.6,30.6,44.78,53.71,D,27.7
670,Amit,Parekh,amit670@gmail.com,Female,22,Engineering,54.17,69.14,82.82,75.53,71.81,22.96,45.9,61.36,C,25.4
671,Rohit,Shah,rohit671@gmail.com,Male,24,Business,78.84,88.15,58.42,48.13,72.25,29.78,73.53,61.71,C,17.8
672,Rahul,Trivedi,rahul672@gmail.com,Female,24,Mathematics,78.74,73.8,31.86,50.12,66.42,97.61,70.59,65.07,C,22
673,Pooja,Desai,pooja673@gmail.com,Male,22,Business,76.67,55.08,59.46,55.11,91.87,96.54,91.22,74.88,B,13.9
674,Pooja,Joshi,pooja674@gmail.com,Female,22,Engineering,82.66,53.36,58.99,60.13,45.07,99.86,41.87,59.88,D,28
675,Anjali,Trivedi,anjali675@gmail.com,Female,19,Engineering,95.4,62.45,81.16,68.09,41.69,28.53,80.05,60.33,C,26.9
676,Vishal,Joshi,vishal676@gmail.com,Female,20,Business,67.12,63.14,44.67,46.86,87.02,41.11,50.59,55.56,D,27.5
677,Neha,Parekh,neha677@gmail.com,Female,25,Engineering,63.19,80.7,44.18,68.94,41.9,72.11,58.02,60.97,C,26.3
678,Neha,Desai,neha678@gmail.com,Male,20,Engineering,52.11,89.41,83.71,44.31,60.82,91.94,76.3,74.42,B,24.4
679,Neha,Shah,neha679@gmail.com,Male,21,Engineering,54.96,70.96,84.83,95.2,49.25,99.53,96.26,82.67,B,27.7
680,Amit,Mehta,amit680@gmail.com,Female,24,Engineering,95.75,93.84,58.51,99.79,45.24,78.99,61.09,72.91,B,17.8
681,Vishal,Modi,vishal681@gmail.com,Male,25,Business,71.2,56.45,72.49,75.82,67.32,80.24,58.65,68.49,C,28.1
682,Rahul,Modi,rahul682@gmail.com,Male,20,Engineering,93.04,43.58,56.42,43.63,95.56,55.08,86.25,63.42,C,18.6
683,Priya,Trivedi,priya683@gmail.com,Male,19,CS,81.24,74.24,31.37,67.76,48.51,96.14,73.73,65.29,C,21.8
684,Rahul,Joshi,rahul684@gmail.com,Female,18,Mathematics,92.1,91.82,84.32,84.78,94.52,27.59,35.02,69.67,C,10.4
685,Priya,Desai,priya685@gmail.com,Female,24,Business,52.86,37.2,84.9,83.9,84.11,88.22,95.13,78.91,B,26.7
686,Pooja,Shah,pooja686@gmail.com,Male,21,Engineering,71.66,75.49,45.85,78.31,52.45,53.9,41.17,57.86,D,13.8
687,Rohit,Parekh,rohit687@gmail.com,Male,21,Business,79.37,98.83,78.65,72.87,73.1,30.08,38.35,65.31,C,14.6
688,Rohit,Parekh,rohit688@gmail.com,Male,20,Engineering,60.14,71.69,81.91,61.08,71.17,46.87,54.11,64.47,C,27.6
689,Vishal,Trivedi,vishal689@gmail.com,Female,21,Engineering,73.53,49.5,92.24,92.12,75.26,93.49,35.92,73.09,B,18.5
690,Neha,Trivedi,neha690@gmail.com,Female,20,Engineering,82.64,45.24,46.81,48.3,53.99,41.64,44.17,46.69,E,28.8
691,Karan,Parekh,karan691@gmail.com,Female,19,CS,71.23,50.94,60.91,48.68,96.34,85.12,42.04,64.01,C,15.1
692,Rahul,Mehta,rahul692@gmail.com,Female,19,Business,94.78,47.93,76.94,84.3,71.06,64.11,55.95,66.72,C,11
693,Vishal,Patel,vishal693@gmail.com,Male,22,Engineering,67.66,72.87,32.01,58.39,59.45,23.12,68.74,52.43,D,17.8
694,Neha,Shah,neha694@gmail.com,Female,19,Business,83.18,97.32,79.89,57.64,73.72,44.96,71.12,70.77,B,9.6
695,Sneha,Mehta,sneha695@gmail.com,Male,22,CS,62.75,96.01,67.03,53.17,48.67,48.88,60.46,62.37,C,5.5
696,Sneha,Trivedi,sneha696@gmail.com,Male,25,Engineering,61.37,72.07,60.71,51.78,95.64,91.26,80.88,75.39,B,20
697,Rahul,Desai,rahul697@gmail.com,Male,22,CS,87.17,53.46,87.92,85.07,74.01,90.14,48.91,73.25,B,21.6
698,Anjali,Shah,anjali698@gmail.com,Male,25,Engineering,95.27,56.86,98.76,81.63,61.63,49.59,88.18,72.78,B,20.2
699,Priya,Patel,priya699@gmail.com,Female,25,Engineering,63.36,31.72,47.51,84.3,57.15,70.52,45.14,56.06,D,19.5
700,Karan,Shah,karan700@gmail.com,Female,23,Engineering,86.45,89.12,45.56,55.11,73.72,87.71,68.85,70.01,B,11.5
701,Vishal,Shah,vishal701@gmail.com,Female,23,Business,75.86,51.25,48.62,81.01,95.52,26.45,42.46,57.55,D,9.8
702,Anjali,Mehta,anjali702@gmail.com,Male,22,Engineering,56.08,49.51,71.74,54.37,77.53,28.7,89.89,61.96,C,13
703,Rahul,Mehta,rahul703@gmail.com,Female,25,CS,51.45,47.51,47.28,96.81,87.39,32.14,74.84,64.33,C,13.2
704,Pooja,Joshi,pooja704@gmail.com,Male,22,Mathematics,59.47,39.5,79.21,75.36,86.12,47.74,78.37,67.72,C,28.4
705,Sneha,Patel,sneha705@gmail.com,Male,24,CS,87.16,38.15,76.93,86.33,51.29,85.51,87.05,70.88,B,7.3
706,Neha,Mehta,neha706@gmail.com,Male,22,Mathematics,57.64,51.54,88.02,48.34,74,23.33,73.9,59.85,D,5.9
707,Priya,Joshi,priya707@gmail.com,Male,20,Engineering,79.5,84.07,78.6,70.86,51.4,50.31,79.2,69.07,C,9.6
708,Vishal,Modi,vishal708@gmail.com,Female,25,CS,95.56,55.63,39.58,79.4,56.19,59.12,52.48,57.07,D,9.2
709,Vishal,Parekh,vishal709@gmail.com,Male,19,Mathematics,52.97,59.36,90.18,82.65,89.44,53.08,34.62,68.22,C,7.3
710,Rohit,Modi,rohit710@gmail.com,Male,22,CS,60.48,67.78,86.72,78.9,63.91,51.76,90.54,73.27,B,15.5
711,Vishal,Patel,vishal711@gmail.com,Female,25,CS,72.1,97.88,93.05,69.1,55.03,20.42,57.07,65.42,C,15.3
712,Karan,Patel,karan712@gmail.com,Female,25,Business,68.59,82.68,41.48,50.57,85.22,89.06,50.48,66.58,C,22
713,Amit,Modi,amit713@gmail.com,Male,19,Business,63.24,95.92,49.22,90.41,72.05,63.66,42.06,68.89,C,7.5
714,Priya,Patel,priya714@gmail.com,Female,20,Mathematics,97.95,50.9,43.39,88.25,92.13,29.45,73.6,62.95,C,25.2
715,Pooja,Shah,pooja715@gmail.com,Male,23,Mathematics,96.95,37.51,73.73,54.96,82.18,46.08,57.2,58.61,D,22.5
716,Karan,Mehta,karan716@gmail.com,Female,24,CS,66.93,56.6,62.29,99.75,68.33,71.1,50.42,68.08,C,15.7
717,Anjali,Shah,anjali717@gmail.com,Male,19,Engineering,72.69,51.87,60.77,79.27,66.3,49.25,91.56,66.5,C,24.4
718,Rahul,Joshi,rahul718@gmail.com,Male,20,Mathematics,97.79,68.68,48.77,63.35,44.14,83.08,58.25,61.04,C,15.1
719,Amit,Desai,amit719@gmail.com,Female,25,Mathematics,60.07,84.03,64.99,50.18,66,74.38,74.08,68.94,C,19.6
720,Priya,Parekh,priya720@gmail.com,Female,24,Engineering,95.25,61.98,77.25,47.1,64.35,36.06,66.08,58.8,D,20.9
721,Pooja,Patel,pooja721@gmail.com,Female,23,Business,96.62,97.53,88.05,69.03,85.1,83.73,82.11,84.26,B,29.6
722,Neha,Joshi,neha722@gmail.com,Male,19,CS,81.91,88.51,60.08,86.06,84.85,53.17,38.05,68.45,C,25.4
723,Amit,Trivedi,amit723@gmail.com,Male,22,Business,96.45,52.7,85.28,81.43,82.2,91.85,83.44,79.48,B,21.1
724,Vishal,Desai,vishal724@gmail.com,Female,18,CS,63.88,58.79,49.43,53.75,98.78,81.5,87.08,71.55,B,14.6
725,Neha,Parekh,neha725@gmail.com,Female,18,Business,83.61,79.46,73.36,91.76,76.57,79.74,79.23,80.02,B,18.6
726,Amit,Parekh,amit726@gmail.com,Female,18,Engineering,63.74,73.58,80.9,89.56,76.57,43.22,86.97,75.13,B,29.2
727,Vishal,Shah,vishal727@gmail.com,Female,19,Business,76.95,47.08,75.24,56.16,63.73,32.18,64.03,56.4,D,6.6
728,Vishal,Joshi,vishal728@gmail.com,Female,18,Mathematics,98.75,85.15,95.8,55.73,77.89,55.58,82.2,75.39,B,22.7
729,Neha,Shah,neha729@gmail.com,Male,24,CS,53.05,90.35,69.58,78.69,90.48,75.67,38.82,73.93,B,22.5
730,Rahul,Trivedi,rahul730@gmail.com,Female,20,Engineering,82.47,95.77,40.73,77.94,41.5,66.17,36.36,59.75,D,14.4
731,Amit,Parekh,amit731@gmail.com,Female,20,Mathematics,64.8,38.73,54.24,71.33,79.73,76.52,43,60.59,C,13.6
732,Rahul,Modi,rahul732@gmail.com,Male,21,Mathematics,68.64,67.22,49.23,62.45,44.99,65.24,41.7,55.14,D,22.7
733,Pooja,Patel,pooja733@gmail.com,Female,24,Business,56.81,98.48,63.14,92.53,93.76,56.15,67.95,78.67,B,9.2
734,Vishal,Parekh,vishal734@gmail.com,Male,22,Business,67.01,47.81,66.85,100,58.16,73.43,90.38,72.77,B,22.8
735,Rahul,Parekh,rahul735@gmail.com,Female,22,CS,52.97,94.69,65.02,85.35,61.06,46.67,38.22,65.17,C,15
736,Priya,Joshi,priya736@gmail.com,Male,24,Engineering,73.58,84.22,57.45,52.44,85.29,42.06,44.31,60.96,C,24.7
737,Pooja,Joshi,pooja737@gmail.com,Female,18,Mathematics,75.91,78.94,83.54,79.96,79.7,99.49,53.77,79.23,B,22.6
738,Rahul,Modi,rahul738@gmail.com,Male,20,Mathematics,86.54,74.08,39.77,94.71,61.28,33.68,95.51,66.51,C,22.3
739,Anjali,Parekh,anjali739@gmail.com,Female,25,CS,74.32,57.84,79.64,58.36,94.37,71.06,77.56,73.14,B,16.2
740,Priya,Joshi,priya740@gmail.com,Male,18,Engineering,60.63,97.59,73.69,62.5,49.99,66.07,34.18,64,C,7.4
741,Rahul,Trivedi,rahul741@gmail.com,Male,20,CS,50.69,80.27,38.86,64,80.78,66.54,35.69,61.02,C,13.6
742,Vishal,Desai,vishal742@gmail.com,Female,21,Engineering,51.19,83.99,92.63,83.34,81.79,92.92,91.81,87.75,A,14.1
743,Pooja,Desai,pooja743@gmail.com,Male,24,Mathematics,63.31,47.14,69.09,45.04,92.42,71.19,89.68,69.09,C,25.2
744,Pooja,Joshi,pooja744@gmail.com,Male,22,CS,95.24,76.3,50.6,52.76,73.9,47.7,59.17,60.07,C,7.8
745,Amit,Joshi,amit745@gmail.com,Female,20,CS,98.36,35.27,38.09,54.48,57.27,51.11,66.53,50.46,D,27.7
746,Karan,Mehta,karan746@gmail.com,Male,21,Engineering,84.28,54.34,39.47,47.1,42.09,64.79,78.58,54.4,D,14.1
747,Sneha,Parekh,sneha747@gmail.com,Female,19,Mathematics,87.71,43.82,93.28,95.72,77.84,35.3,94.91,73.48,B,13
748,Anjali,Trivedi,anjali748@gmail.com,Female,18,Mathematics,96.21,37.87,55.42,59.63,98.26,98.12,53.21,67.08,C,12.5
749,Sneha,Patel,sneha749@gmail.com,Female,23,Business,51.54,68.21,76.38,59.67,95.6,26.36,49.22,62.57,C,26.5
750,Priya,Trivedi,priya750@gmail.com,Male,18,Mathematics,52.65,35.73,64.23,58.24,79.88,52.7,38.42,54.87,D,17.2
751,Neha,Desai,neha751@gmail.com,Female,20,Mathematics,71.57,53.67,77.65,77.47,50.28,69.45,44.77,62.21,C,8.4
752,Amit,Parekh,amit752@gmail.com,Female,24,Engineering,79.87,86.76,80.09,54.18,98.27,32.27,55.04,67.77,C,26.7
753,Neha,Patel,neha753@gmail.com,Female,19,Engineering,64.58,90.66,80.63,58.5,62.53,34.2,30.77,59.55,D,8.3
754,Priya,Shah,priya754@gmail.com,Female,22,CS,95.14,55.5,65.32,65.96,74.39,47.95,70.91,63.34,C,15.8
755,Neha,Shah,neha755@gmail.com,Male,20,CS,89.21,35.57,74.71,79.57,82.92,21.71,40.12,55.77,D,14
756,Anjali,Trivedi,anjali756@gmail.com,Female,18,CS,77.43,58.34,71.68,90.06,47.25,40.79,79.94,64.68,C,12.6
757,Amit,Trivedi,amit757@gmail.com,Male,20,Mathematics,76.23,49.07,59.06,90.83,64.49,38.06,73.98,62.58,C,10.3
758,Pooja,Desai,pooja758@gmail.com,Female,23,Engineering,75.56,61.43,88.95,66.9,40.49,21.45,94.81,62.34,C,6.2
759,Neha,Desai,neha759@gmail.com,Female,19,Engineering,93.37,61.43,41.79,78.19,91.12,25.66,47.83,57.67,D,23
760,Pooja,Joshi,pooja760@gmail.com,Female,18,Engineering,65.94,84.71,32.39,77.11,82.6,53.56,35.32,60.95,C,24.1
761,Pooja,Patel,pooja761@gmail.com,Female,23,Mathematics,85.06,85.07,76.73,63.86,89.78,22.62,51.3,64.89,C,16.2
762,Sneha,Patel,sneha762@gmail.com,Female,20,Mathematics,96.4,86.02,30.07,87.43,63.69,29.76,71.6,61.43,C,13.9
763,Karan,Parekh,karan763@gmail.com,Male,20,Mathematics,99.19,59.75,97.3,74.68,63.1,76.48,85.18,76.08,B,22.8
764,Karan,Shah,karan764@gmail.com,Female,25,CS,55.71,51.14,71.7,43.91,47.89,79.85,93.93,64.74,C,14.5
765,Sneha,Modi,sneha765@gmail.com,Female,24,Mathematics,84.97,57.56,48.99,53.06,68.22,81.01,73.82,63.78,C,8.2
766,Priya,Patel,priya766@gmail.com,Female,24,Engineering,93.98,42.71,84.15,89.96,94.98,66.57,32.58,68.49,C,11
767,Rahul,Modi,rahul767@gmail.com,Male,20,CS,74,67.59,70.5,82.04,52.87,39.83,85.28,66.35,C,27
768,Priya,Modi,priya768@gmail.com,Female,20,Business,80.48,96.72,49.53,99.87,40.63,90.83,38.87,69.41,C,18.5
769,Sneha,Joshi,sneha769@gmail.com,Male,22,Engineering,91.19,79.43,70.38,48.01,59.2,62.29,89.43,68.12,C,18.4
770,Amit,Joshi,amit770@gmail.com,Male,18,CS,83.97,60.34,80.44,50.45,73.22,87.3,42.15,65.65,C,13.3
771,Priya,Parekh,priya771@gmail.com,Female,24,Mathematics,51.99,46.24,84.49,92.97,90.25,35.25,78.11,71.22,B,9.5
772,Rohit,Modi,rohit772@gmail.com,Female,20,CS,86.73,32.05,80.64,71.68,43.49,66.3,51.2,57.56,D,20.9
773,Anjali,Trivedi,anjali773@gmail.com,Female,22,Business,93.34,60.8,40.9,41.02,41.64,25.92,85.29,49.26,E,15.9
774,Rahul,Modi,rahul774@gmail.com,Male,20,Mathematics,50.9,98.34,56.44,84.25,84.19,42.79,96.74,77.13,B,13
775,Vishal,Trivedi,vishal775@gmail.com,Male,23,Mathematics,64.39,61.27,51.37,51.14,62.56,87.75,85.09,66.53,C,21.3
776,Amit,Trivedi,amit776@gmail.com,Female,18,CS,86.34,36.07,46.14,93.56,63.74,72.14,82.95,65.77,C,19.8
777,Anjali,Trivedi,anjali777@gmail.com,Female,20,CS,54.47,97.65,63.13,74.51,95.06,95.48,38.7,77.42,B,22.4
778,Vishal,Joshi,vishal778@gmail.com,Female,23,Mathematics,81.08,32.77,75.43,75.23,76.46,88.38,98.62,74.48,B,25.7
779,Vishal,Modi,vishal779@gmail.com,Female,24,Engineering,79.61,83.77,41.59,42.86,89.38,25.79,42.01,54.23,D,27.7
780,Rohit,Modi,rohit780@gmail.com,Male,25,Business,88.75,59.21,43.02,82.35,79.76,95.56,80.54,73.41,B,16.9
781,Anjali,Modi,anjali781@gmail.com,Female,20,Engineering,73.42,77.56,92.73,46.17,64.53,60.19,73.44,69.1,C,8.1
782,Vishal,Patel,vishal782@gmail.com,Male,22,Engineering,64.96,78.23,51.08,97.67,61.08,49.6,38.57,62.71,C,14.5
783,Pooja,Mehta,pooja783@gmail.com,Male,22,Mathematics,64.25,68.21,73.22,45.36,76.98,76.64,77.25,69.61,C,19.8
784,Sneha,Trivedi,sneha784@gmail.com,Female,21,Business,91.88,83.26,66.22,92.89,70.54,93.04,80.55,81.08,B,24.7
785,Priya,Modi,priya785@gmail.com,Female,19,Business,73.15,50.46,55.57,43.15,90.16,93.27,93.57,71.03,B,28.7
786,Anjali,Desai,anjali786@gmail.com,Male,18,Business,84,72.46,43.05,57.45,86.63,83.99,78.13,70.28,B,19.4
787,Pooja,Mehta,pooja787@gmail.com,Male,25,Engineering,65.03,38.1,74.39,72.84,73.47,81.14,75.91,69.31,C,16.7
788,Rahul,Desai,rahul788@gmail.com,Female,23,Engineering,67.41,80.29,86.44,57.03,84.7,68.64,70.48,74.6,B,23.9
789,Amit,Patel,amit789@gmail.com,Male,21,CS,63.65,30.99,79.78,46.47,72.27,73.33,92.18,65.84,C,22.8
790,Pooja,Desai,pooja790@gmail.com,Female,18,Business,90.21,54.34,45.48,79,94.25,64.33,40.24,62.94,C,15.2
791,Amit,Mehta,amit791@gmail.com,Female,21,Business,51.61,77.64,78.37,57.07,95.55,23.02,64.74,66.06,C,21.5
792,Sneha,Mehta,sneha792@gmail.com,Female,18,CS,91.14,72.77,47,63.68,61.06,48.1,68.91,60.25,C,20.4
793,Pooja,Trivedi,pooja793@gmail.com,Male,18,Mathematics,54.73,70.45,95.58,49.29,57.62,73.65,78.64,70.87,B,10.7
794,Anjali,Trivedi,anjali794@gmail.com,Male,20,Mathematics,84.82,92.92,83.37,77.13,50.6,81.54,52.67,73.04,B,10.9
795,Vishal,Trivedi,vishal795@gmail.com,Female,22,Engineering,89.06,79.87,93.16,75.14,81.27,85.57,39.37,75.73,B,18
796,Anjali,Patel,anjali796@gmail.com,Male,19,Business,96.71,34.41,77.7,42.67,85.85,81.58,90.93,68.86,C,18.5
797,Anjali,Modi,anjali797@gmail.com,Male,25,Business,79.28,72.31,63.73,49.74,95.38,60.6,52.66,65.74,C,7.1
798,Priya,Patel,priya798@gmail.com,Male,25,Business,68.63,94.75,96.67,78.1,96.9,47.76,84.46,83.11,B,19.9
799,Rohit,Joshi,rohit799@gmail.com,Male,24,CS,78.13,32.32,60.5,60.81,75.92,43.26,98.38,61.87,C,5.3
800,Amit,Modi,amit800@gmail.com,Female,23,Business,65.99,87.75,89.13,90.8,65.97,67.93,89.09,81.78,B,12.3
801,Vishal,Patel,vishal801@gmail.com,Male,19,Mathematics,84.87,67.3,98.05,45.4,74.42,76.17,42.56,67.32,C,25.7
802,Pooja,Modi,pooja802@gmail.com,Female,24,Engineering,63.67,76.25,58.66,80.47,40.26,78.55,49.26,63.91,C,10.1
803,Priya,Modi,priya803@gmail.com,Female,23,CS,87.39,44.36,48.45,59.27,42.68,24.14,73.11,48.67,E,27.1
804,Sneha,Mehta,sneha804@gmail.com,Female,20,Engineering,98.79,98.04,91.15,47.44,94.43,77.69,58.38,77.86,B,11.5
805,Rahul,Modi,rahul805@gmail.com,Male,20,Business,51.58,37.83,71.76,86.05,52.08,42.82,77.17,61.28,C,10.2
